sku_id,date,actual,lgbm_forecast,lgbm_lower,lgbm_upper
SKU_0015,2024-12-01,44.0,44.52095603264848,44.02888351798461,44.89842197339009
SKU_0015,2024-12-08,56.0,57.51257054850389,53.38536304852674,57.21128494483197
SKU_0015,2024-12-15,61.0,58.79944040077918,54.67238601233,61.14432274959833
SKU_0015,2024-12-22,55.0,53.69559568499748,45.65445706769764,53.90783985906195
SKU_0015,2024-12-29,52.0,51.55553509022246,49.61732686109095,52.76165399262862
SKU_0015,2025-01-05,13.0,34.1418174214146,18.31891128523399,47.32861821204266
SKU_0016,2024-12-01,165.0,169.32651661743714,166.45757927050244,175.39543000558106
SKU_0016,2024-12-08,189.0,186.28320055658963,184.66108121292137,188.94235716778888
SKU_0016,2024-12-15,180.0,178.50863803747637,162.17501326606515,179.94258577966784
SKU_0016,2024-12-22,197.0,197.66520543380335,186.49304924287773,196.71909022905672
SKU_0016,2024-12-29,182.0,182.6842133936586,181.66456242154214,182.01565100278492
SKU_0016,2025-01-05,54.0,119.40476616887265,58.43147489798535,144.7347261735994
SKU_0017,2024-12-01,271.0,272.7524075179583,271.0620287771515,274.47606901970227
SKU_0017,2024-12-08,307.0,305.0419357793673,286.30001454215045,305.06521786598273
SKU_0017,2024-12-15,299.0,297.02649871799576,284.50508214954306,297.95358340422547
SKU_0017,2024-12-22,331.0,328.92825601406247,293.1464292981912,330.7434451767058
SKU_0017,2024-12-29,279.0,272.4447755428226,267.04308359655886,283.07637459902725
SKU_0017,2025-01-05,81.0,188.5371671310147,91.35333550398917,207.64723392178396
SKU_0018,2024-12-01,106.0,105.95203192895785,99.74879968034065,107.21604719732828
SKU_0018,2024-12-08,101.0,102.96069502774365,99.74495656109295,103.11067119528717
SKU_0018,2024-12-15,137.0,136.42601350829483,131.80899099241915,136.2509403094137
SKU_0018,2024-12-22,104.0,104.52535455664243,102.16030961567851,104.2731501016616
SKU_0018,2024-12-29,125.0,126.5038196262436,124.08003920173569,136.2414509946335
SKU_0018,2025-01-05,32.0,77.397245706834,34.53521444392455,103.13019581734648
SKU_0019,2024-12-01,214.0,216.51434909462995,213.76965602149818,221.77200292395437
SKU_0019,2024-12-08,261.0,261.2332718578087,250.51966600513924,263.6060596113815
SKU_0019,2024-12-15,279.0,280.05862447614146,265.42383480913554,278.1187303711496
SKU_0019,2024-12-22,303.0,302.83889491834873,274.8700458578995,306.4512402041312
SKU_0019,2024-12-29,310.0,307.5869516484972,283.4009848797384,311.3815951699685
SKU_0019,2025-01-05,61.0,198.8244652662738,73.23014611342205,217.10590608926444
SKU_0020,2024-12-01,32.0,34.157248467394815,31.88096502716204,33.84572821596414
SKU_0020,2024-12-08,37.0,36.91405038560168,35.867420607970786,37.95370295816606
SKU_0020,2024-12-15,35.0,33.935707451506104,32.88386269862568,35.75318201169754
SKU_0020,2024-12-22,37.0,36.54531073495813,33.053202057424635,37.857126712149515
SKU_0020,2024-12-29,36.0,35.40497775846774,36.685429540567014,36.72005421549213
SKU_0020,2025-01-05,11.0,19.66530742861476,17.658901600847603,29.325070913979513
SKU_0021,2024-12-01,136.0,138.4855030286975,135.20673169580323,140.7219953423802
SKU_0021,2024-12-08,147.0,148.35078532132346,142.2724088101301,148.2043321147855
SKU_0021,2024-12-15,164.0,161.51061476654246,151.50589522013271,162.98767135853444
SKU_0021,2024-12-22,153.0,152.15967589745537,141.13867673566827,154.56947302085325
SKU_0021,2024-12-29,137.0,137.74281239410405,136.23183851021474,139.1506632330349
SKU_0021,2025-01-05,25.0,89.44373765322983,27.99608692255546,118.57576750355376
SKU_0022,2024-12-01,283.0,281.07010066455297,273.4432667605711,286.49490475435846
SKU_0022,2024-12-08,279.0,278.5072328165442,261.9860021256308,281.44313125735846
SKU_0022,2024-12-15,266.0,268.2270254386963,264.03162004407955,267.7457118016122
SKU_0022,2024-12-22,249.0,258.41159041546524,250.02859364839145,258.33677525754655
SKU_0022,2024-12-29,270.0,273.83853233856183,269.8926530987254,278.8694630432577
SKU_0022,2025-01-05,67.0,167.09578290076493,74.24645734700411,194.98503032561243
SKU_0023,2024-12-01,271.0,270.38364719108216,255.3409402492236,272.92262997032566
SKU_0023,2024-12-08,231.0,232.5393877261913,229.4617501287248,234.59635318859063
SKU_0023,2024-12-15,261.0,259.3217725684941,258.71110665517125,264.0169102427517
SKU_0023,2024-12-22,265.0,266.68283456057094,255.06175731984055,270.7462567400635
SKU_0023,2024-12-29,320.0,319.65599866422536,287.7761883720289,324.7911699695812
SKU_0023,2025-01-05,68.0,191.25949607552184,77.28332904759509,219.2182614459089
SKU_0024,2024-12-01,126.0,125.05829281164459,124.365567850416,127.715882509608
SKU_0024,2024-12-08,159.0,159.44688316944942,147.85177873976312,160.83067959953192
SKU_0024,2024-12-15,173.0,172.74172895932284,164.24275245932404,172.851630115281
SKU_0024,2024-12-22,141.0,136.93285340994595,126.86840447995982,141.14343699096753
SKU_0024,2024-12-29,155.0,155.8451285115503,153.65769007627912,160.79458187501626
SKU_0024,2025-01-05,52.0,101.27076547082441,55.06711826337631,126.20415248632514
SKU_0025,2024-12-01,120.0,121.40582246672729,118.38831579131724,121.73695628718687
SKU_0025,2024-12-08,162.0,163.48149717262638,158.543762090947,162.52471790556393
SKU_0025,2024-12-15,137.0,136.4050431622699,124.99485023401924,138.95595358392924
SKU_0025,2024-12-22,134.0,135.66238699904932,123.53771013827318,136.57755847107848
SKU_0025,2024-12-29,154.0,157.90448148218502,153.9304841471906,162.3912229057667
SKU_0025,2025-01-05,25.0,89.26302748900565,27.80412793785309,114.02256322636752
SKU_0026,2024-12-01,18.0,17.32476248416783,17.431405912321573,18.216661270580087
SKU_0026,2024-12-08,24.0,22.96807227163455,24.830716477366067,24.010511227658668
SKU_0026,2024-12-15,29.0,28.491184074766714,28.202095600606867,29.03085457938564
SKU_0026,2024-12-22,24.0,22.495868709293244,21.778444211164057,24.07329612591794
SKU_0026,2024-12-29,24.0,23.72218209021247,22.84962814112714,24.957408745796997
SKU_0026,2025-01-05,8.0,14.763646037229723,16.1434833755387,22.91092695380193
SKU_0027,2024-12-01,29.0,28.539567711254204,27.436113085966202,29.030331095162666
SKU_0027,2024-12-08,33.0,32.079776112066284,28.839022870943623,32.85317825182052
SKU_0027,2024-12-15,34.0,34.250399812410734,31.691334619114514,33.80628167895437
SKU_0027,2024-12-22,28.0,27.892993970508435,26.866372625121517,28.492579452939445
SKU_0027,2024-12-29,32.0,32.83838832883745,31.20702981841761,32.13596918878795
SKU_0027,2025-01-05,8.0,17.134180615510225,17.39336750146099,26.65841333562919
SKU_0028,2024-12-01,84.0,84.0962880776857,79.78957315617059,84.23551868311806
SKU_0028,2024-12-08,85.0,86.21182150338275,84.70252536693698,85.33820437449052
SKU_0028,2024-12-15,67.0,67.7737878551783,67.73613847954795,68.90056011185254
SKU_0028,2024-12-22,77.0,79.28959904643925,78.538058184447,81.42612314048773
SKU_0028,2024-12-29,95.0,93.8924136399674,88.42987890282564,96.59512931583727
SKU_0028,2025-01-05,19.0,54.53748731007238,21.667999201197087,72.65256640460713
SKU_0029,2024-12-01,104.0,100.58007001099836,93.14560919480984,104.04858731667899
SKU_0029,2024-12-08,120.0,120.1946009050549,118.87385305423743,122.88414977473654
SKU_0029,2024-12-15,117.0,120.2260209742803,113.57403778808107,124.45423077328438
SKU_0029,2024-12-22,117.0,116.11617264805106,107.98281974988427,116.50756627798184
SKU_0029,2024-12-29,117.0,117.04866224748883,118.2859109239515,120.93343616725112
SKU_0029,2025-01-05,27.0,68.96942204682462,29.02022247077684,89.93770179732921
SKU_0030,2024-12-01,231.0,230.79547519177203,230.03583863238777,230.82137529484743
SKU_0030,2024-12-08,256.0,257.6117555827197,254.9871237782417,260.9745819358573
SKU_0030,2024-12-15,267.0,267.0670318632887,258.93995969020693,273.3034082348416
SKU_0030,2024-12-22,252.0,248.80382554075192,237.07017089414597,251.9440888983603
SKU_0030,2024-12-29,265.0,262.4213273133422,263.9790005019545,268.43354489949763
SKU_0030,2025-01-05,73.0,166.82273191092932,80.41540002982012,192.98423057827603
SKU_0031,2024-12-01,134.0,136.58923739869016,132.79558250624632,138.39124008932782
SKU_0031,2024-12-08,175.0,176.45809019183682,166.7704911199769,175.88479854212332
SKU_0031,2024-12-15,173.0,174.46732122871484,154.34895835124536,173.82689191848027
SKU_0031,2024-12-22,174.0,174.9066157947475,146.1368196459269,172.75282813268396
SKU_0031,2024-12-29,159.0,157.6029523051792,158.5820118311746,160.76842933813447
SKU_0031,2025-01-05,43.0,101.55715345199124,47.405298435962514,126.01535217244513
SKU_0032,2024-12-01,165.0,166.95214634446128,164.26833887583084,169.66831062586144
SKU_0032,2024-12-08,209.0,211.14697329096077,200.78174219549678,209.89893932479023
SKU_0032,2024-12-15,203.0,201.4262667015107,188.65417757301736,202.77603734627203
SKU_0032,2024-12-22,189.0,186.98385785754894,170.507779034483,192.9172725823078
SKU_0032,2024-12-29,158.0,161.90971125064917,162.6794744755206,169.19194060149002
SKU_0032,2025-01-05,64.0,113.49296232639675,66.83253774492755,146.6745554887397
SKU_0033,2024-12-01,55.0,54.9441947045188,53.957889966183664,56.39622810609704
SKU_0033,2024-12-08,61.0,61.341341493041554,59.68242204327865,61.72443306547314
SKU_0033,2024-12-15,66.0,65.93424309386,66.16363636165524,66.91761134273054
SKU_0033,2024-12-22,54.0,55.13066085226209,54.644134511834736,56.01932196012896
SKU_0033,2024-12-29,73.0,74.01267185243194,71.67817959850736,73.00345774249182
SKU_0033,2025-01-05,14.0,43.238288352172034,18.271087648997074,58.0070020575146
SKU_0034,2024-12-01,195.0,195.4020466452026,181.37562379952575,195.6346781487377
SKU_0034,2024-12-08,166.0,169.41413632692974,147.5241077734636,167.32801624794914
SKU_0034,2024-12-15,202.0,197.2662115164115,190.04958633600057,202.89344032568735
SKU_0034,2024-12-22,175.0,174.03560933551475,167.12964762597792,176.20821707067995
SKU_0034,2024-12-29,243.0,238.39197721799138,226.39898028868902,243.3391246354742
SKU_0034,2025-01-05,61.0,143.44366499450763,66.68556857559965,178.77178427001303
SKU_0035,2024-12-01,242.0,245.58174701381532,243.19323127040008,248.51264390418314
SKU_0035,2024-12-08,279.0,276.5382690466863,271.33338351124854,282.96371609462534
SKU_0035,2024-12-15,340.0,328.69819732281877,296.12073175929083,331.6188279862114
SKU_0035,2024-12-22,310.0,296.856954155727,264.936760395727,294.2361615331767
SKU_0035,2024-12-29,305.0,308.6826302326117,281.15741336503737,310.6593156019799
SKU_0035,2025-01-05,90.0,201.90629673583302,101.4243280823086,217.02962928038622
SKU_0036,2024-12-01,194.0,194.66575815510458,193.5822776937853,196.3270748611214
SKU_0036,2024-12-08,273.0,269.93191241438996,253.90259665961722,270.0533922376888
SKU_0036,2024-12-15,261.0,259.29121604968753,239.01596226775374,259.53531928023295
SKU_0036,2024-12-22,243.0,243.25121513945913,216.2977092408131,247.60440815431846
SKU_0036,2024-12-29,296.0,295.2702190725587,277.56470098679216,300.63011023775874
SKU_0036,2025-01-05,73.0,175.73535648154422,80.69722719525154,207.2858511813994
SKU_0037,2024-12-01,96.0,96.90618880953622,93.45777321274609,96.99285767764299
SKU_0037,2024-12-08,115.0,114.27271423055493,107.60370555435873,115.41682480897148
SKU_0037,2024-12-15,110.0,107.68533251634616,100.6711132784644,111.93837181956573
SKU_0037,2024-12-22,94.0,92.45484261724664,94.0426763825627,97.19845135768702
SKU_0037,2024-12-29,111.0,112.89308079884871,111.86215926930478,116.17782620379633
SKU_0037,2025-01-05,31.0,65.10502102070231,31.62462643433561,86.19140561944074
SKU_0038,2024-12-01,159.0,167.20207348731188,159.390537598203,179.83976759392397
SKU_0038,2024-12-08,220.0,223.59829117637872,211.71793630318814,221.08875810212274
SKU_0038,2024-12-15,219.0,217.5466776661482,205.44038557335514,219.0649081341818
SKU_0038,2024-12-22,220.0,218.7369598874686,190.383528969,219.33125764646763
SKU_0038,2024-12-29,259.0,256.19378063492627,253.15276524693584,258.603435627766
SKU_0038,2025-01-05,73.0,155.31215405450718,80.62711491404528,189.5775905461565
SKU_0039,2024-12-01,129.0,131.80481672352545,125.90938268040692,134.81463597374733
SKU_0039,2024-12-08,160.0,159.505447179084,147.0974414758464,160.92009801229548
SKU_0039,2024-12-15,145.0,146.307706594655,132.9103188847322,144.68027450879742
SKU_0039,2024-12-22,141.0,140.5313360568305,132.00633622224217,140.14626624260882
SKU_0039,2024-12-29,171.0,171.75734158530554,168.18974083708324,171.5532629523702
SKU_0039,2025-01-05,48.0,97.27545967805015,51.84972955397581,124.00144371884585
SKU_0040,2024-12-01,227.0,225.44815279306403,226.092212608483,232.14235490207366
SKU_0040,2024-12-08,280.0,280.7817277393757,273.30111145541525,291.4881721263215
SKU_0040,2024-12-15,304.0,304.0094603936431,286.1773058953765,307.7464995177933
SKU_0040,2024-12-22,293.0,291.3662823405864,257.1111750422381,291.1975053727487
SKU_0040,2024-12-29,280.0,281.86693260843896,277.13722081718174,283.8250416551373
SKU_0040,2025-01-05,86.0,189.42340495467977,95.65611430164407,203.40482189011993
SKU_0041,2024-12-01,15.0,14.727932742934675,14.085110228887622,15.095564182185258
SKU_0041,2024-12-08,16.0,15.906929210880584,15.345758393276046,16.092834969948957
SKU_0041,2024-12-15,23.0,23.381545546182785,22.751524566574084,22.96060638454941
SKU_0041,2024-12-22,20.0,20.334771177477638,19.5432494925211,19.710604015344927
SKU_0041,2024-12-29,23.0,22.017187446299822,21.5747900079997,22.594104353079363
SKU_0041,2025-01-05,5.0,12.998326141481542,14.508279563881931,20.01452414699856
SKU_0042,2024-12-01,223.0,221.14644285288952,226.81408550016334,235.50035411123335
SKU_0042,2024-12-08,279.0,282.69416549377775,271.6315906015658,285.1059865234264
SKU_0042,2024-12-15,303.0,296.98486916879233,280.13654522864186,304.3739512135551
SKU_0042,2024-12-22,300.0,300.7144416375318,263.1105373277459,296.4759810289326
SKU_0042,2024-12-29,288.0,287.47805642292104,277.206738316688,295.100953297474
SKU_0042,2025-01-05,73.0,196.75398407661896,82.9307738923364,205.47133795646255
SKU_0043,2024-12-01,148.0,149.0961749719594,147.90051011022177,148.15598462408713
SKU_0043,2024-12-08,184.0,183.49287789729084,180.63693402812922,184.2958032305057
SKU_0043,2024-12-15,203.0,202.20251176467715,198.0532465161875,203.47114920628013
SKU_0043,2024-12-22,180.0,178.95569795795913,156.272150353502,180.08063453368044
SKU_0043,2024-12-29,178.0,179.82507043000803,179.27057779717583,184.35684608415872
SKU_0043,2025-01-05,41.0,118.93420757080807,46.03697661793255,148.52783642074294
SKU_0044,2024-12-01,146.0,154.63186148563582,149.71927009035224,175.12055594986666
SKU_0044,2024-12-08,176.0,177.45920256260746,170.66532224095218,177.79154967586027
SKU_0044,2024-12-15,174.0,174.50109290518213,160.25647635854523,175.53179651293655
SKU_0044,2024-12-22,156.0,153.0247211219944,148.2952493467114,156.10895469146612
SKU_0044,2024-12-29,147.0,149.066789761103,146.89051481450963,150.27574967640655
SKU_0044,2025-01-05,58.0,103.05619957757443,61.583595965130186,126.43030642346316
SKU_0045,2024-12-01,118.0,120.19103953667579,114.96879766690253,122.37550117093492
SKU_0045,2024-12-08,124.0,122.6518491692493,119.48761711911895,123.87803458322792
SKU_0045,2024-12-15,141.0,141.12514071389634,138.65106189065898,141.97281532658883
SKU_0045,2024-12-22,138.0,139.16688530059227,130.58454600323378,138.05678467956992
SKU_0045,2024-12-29,147.0,146.846537301364,136.29926278074328,147.25411587993716
SKU_0045,2025-01-05,42.0,93.44504741980116,46.37390631325139,111.17429940345244
SKU_0046,2024-12-01,8.0,8.362397010890271,8.038591329268698,8.621232169029367
SKU_0046,2024-12-08,12.0,11.384407071999872,11.947195529266669,11.95797288639266
SKU_0046,2024-12-15,13.0,13.282559419528033,12.966799583768257,13.900130087073943
SKU_0046,2024-12-22,13.0,13.067245152876886,11.969245709053743,13.629142695157755
SKU_0046,2024-12-29,13.0,12.119990238056294,11.975202743375435,13.41009575761937
SKU_0046,2025-01-05,2.0,6.7587915966649135,7.226480627442729,11.736866581511139
SKU_0047,2024-12-01,30.0,30.043553561941902,29.099388084983524,29.964225637041835
SKU_0047,2024-12-08,34.0,33.414383304872096,31.359272874097424,33.74202423123128
SKU_0047,2024-12-15,33.0,31.87665557426715,30.023995632853012,33.278778295932135
SKU_0047,2024-12-22,28.0,27.99352892349638,27.047830048789407,27.887930927595896
SKU_0047,2024-12-29,35.0,35.88725410442799,34.86724137427433,35.47588841894519
SKU_0047,2025-01-05,7.0,17.35349732596064,17.230587634005797,27.69521279838464
SKU_0048,2024-12-01,292.0,290.2592265918247,280.8470519286606,288.1365932800817
SKU_0048,2024-12-08,316.0,316.742227917386,290.45099348330444,319.5044826176164
SKU_0048,2024-12-15,316.0,310.5915918161599,287.3924725531252,312.781041521171
SKU_0048,2024-12-22,288.0,285.31949180508104,274.4111559573878,290.85886803473574
SKU_0048,2024-12-29,267.0,268.73573833266903,271.72813817288335,277.5120503399119
SKU_0048,2025-01-05,72.0,181.8724811646697,81.44319810639938,200.5817916888801
SKU_0049,2024-12-01,31.0,30.15178704400744,29.273663748421143,31.501853431461186
SKU_0049,2024-12-08,37.0,36.823898919781215,36.01348730559862,38.14185799715441
SKU_0049,2024-12-15,36.0,35.140187494808664,35.05387526993886,36.710085046105156
SKU_0049,2024-12-22,39.0,37.72868080048422,32.82933867233239,39.95908400140372
SKU_0049,2024-12-29,34.0,34.792492837574684,33.651429837389884,35.32631040643426
SKU_0049,2025-01-05,10.0,21.076453796624712,17.761029991589908,30.830984444336586
SKU_0050,2024-12-01,87.0,83.78156740990518,84.3546930409713,86.90001199668299
SKU_0050,2024-12-08,103.0,104.89174563402213,101.85712001807065,103.26188959077146
SKU_0050,2024-12-15,99.0,99.02317020587944,95.8258265010326,99.53616887903833
SKU_0050,2024-12-22,95.0,94.58048538574288,88.53568172940527,95.33901238589945
SKU_0050,2024-12-29,101.0,100.86249239174717,101.10899892731855,102.75458853054097
SKU_0050,2025-01-05,29.0,60.84398863159089,29.17634566291397,77.30189758463143
SKU_0051,2024-12-01,223.0,226.4907767082237,231.68232244679402,233.57251831596022
SKU_0051,2024-12-08,256.0,261.8515859403209,262.2517521461116,261.07793083652376
SKU_0051,2024-12-15,233.0,232.42009399501362,211.90148349296695,234.10875700516533
SKU_0051,2024-12-22,267.0,263.1821208642949,257.0761076923952,265.97658925836384
SKU_0051,2024-12-29,276.0,273.55212033492796,261.7135632766774,275.8542376291193
SKU_0051,2025-01-05,60.0,167.17508411789368,68.28027223789202,195.2271593206079
SKU_0052,2024-12-01,42.0,41.0693936376066,40.04630952486324,41.880510030117485
SKU_0052,2024-12-08,55.0,53.64409223631973,54.29747819139581,54.381102937919096
SKU_0052,2024-12-15,52.0,51.38133493869761,50.37656447550139,52.43044081464559
SKU_0052,2024-12-22,56.0,53.57545285784519,48.29024154771994,56.667138588793755
SKU_0052,2024-12-29,39.0,40.5984495085201,38.94553615666742,39.400459741505315
SKU_0052,2025-01-05,12.0,28.941104932621293,18.21768447683566,43.89161167763044
SKU_0053,2024-12-01,53.0,53.619384685839066,52.31161395248372,56.65888747822261
SKU_0053,2024-12-08,68.0,67.20656721281348,66.96625227372944,67.37354774304613
SKU_0053,2024-12-15,75.0,72.4581802574013,67.00351201817502,75.0926377281742
SKU_0053,2024-12-22,76.0,74.18235772404597,62.27540446506391,76.45199615976215
SKU_0053,2024-12-29,67.0,66.40985375602042,67.38593151232678,67.11428412441089
SKU_0053,2025-01-05,14.0,42.825937897150745,20.03870535285314,58.490204947070005
SKU_0054,2024-12-01,223.0,225.05339859877944,224.14238978667308,234.36347782170307
SKU_0054,2024-12-08,294.0,291.3521444776422,274.99684920501875,294.78511437824704
SKU_0054,2024-12-15,241.0,241.40295279415483,235.39719915130482,240.24895855273294
SKU_0054,2024-12-22,264.0,267.33422815173464,259.2322232398117,267.324425002292
SKU_0054,2024-12-29,282.0,287.73754093504294,272.70403101443577,291.17967393449965
SKU_0054,2025-01-05,63.0,170.79383773106122,71.03121571005899,199.9560679875068
SKU_0055,2024-12-01,253.0,254.65943230780664,231.90886869097847,255.36462943930601
SKU_0055,2024-12-08,257.0,255.9440634222416,248.15280490337307,256.37346325783113
SKU_0055,2024-12-15,247.0,249.52083591689035,221.30149191674292,250.3820071637596
SKU_0055,2024-12-22,288.0,285.6760631973959,275.7642471459271,291.8818468053658
SKU_0055,2024-12-29,237.0,238.38957391946477,235.83327665570437,240.42300582459475
SKU_0055,2025-01-05,67.0,156.4593278794008,73.81722807867175,184.69752355538904
SKU_0056,2024-12-01,101.0,100.75996112970076,93.45615391426142,101.13066610873003
SKU_0056,2024-12-08,93.0,95.60294224674627,91.14598205084046,93.99208242909907
