sku_id,date,units_sold,revenue,unit_price,promo_flag,is_holiday,promo_event,season,category,subcategory,list_price,unit_cost,on_hand_units,on_order_units,lead_time_days,reorder_point,day_of_week,week_of_year,month_num,quarter,year,is_weekend,month_sin,month_cos,week_sin,week_cos,dow_sin,dow_cos,season_Autumn,season_Spring,season_Summer,season_Winter,has_promo_event,lag_1w,lag_2w,lag_4w,lag_6w,lag_8w,rolling_mean_4w,rolling_std_4w,rolling_median_4w,rolling_min_4w,rolling_max_4w,rolling_mean_8w,rolling_std_8w,rolling_median_8w,rolling_min_8w,rolling_max_8w,rolling_mean_12w,rolling_std_12w,rolling_median_12w,rolling_min_12w,rolling_max_12w,price_ratio,discount_pct,margin,margin_pct,price_change,category_avg_demand,subcategory_avg_demand,demand_growth,demand_acceleration,cumulative_demand
SKU_0001,2023-07-23,136.0,810236.39,5954.744285714286,1,0,,Summer,Furnishings,Sofas,6085.14,4003.06,52,62,14.0,94,6,29,7,3,2023,1,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,147.0,150.0,186.0,177.0,208.0,151.25,15.08586534917149,148.5,136.0,172.0,165.125,20.869920254485287,164.5,136.0,196.0,177.91666666666666,25.72744672818343,181.5,136.0,215.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,-0.021428547952177635,107.71052631578948,126.5,-0.07482993197278909,-0.05482993197278907,3719.0
SKU_0001,2023-07-30,151.0,867740.96,5824.348571428572,1,0,,Summer,Furnishings,Sofas,6085.14,4003.06,205,0,14.0,94,6,30,7,3,2023,1,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,136.0,147.0,172.0,157.0,196.0,146.0,6.879922480183415,148.5,136.0,151.0,159.5,17.07964536266166,154.0,136.0,186.0,172.58333333333334,23.91066073887751,174.5,136.0,208.0,0.9571429040956447,4.285709590435527,1821.2885714285717,31.27025364455228,-0.021897785703164474,104.57894736842105,123.4,0.11029411764705888,0.18512404961984796,3870.0
SKU_0001,2023-08-06,152.0,824232.21,5824.348571428572,1,0,,Summer,Furnishings,Sofas,6085.14,4003.06,156,0,14.0,94,6,31,8,3,2023,1,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,151.0,136.0,150.0,186.0,177.0,146.5,7.325753658611956,149.0,136.0,152.0,156.375,15.647341170764127,151.5,136.0,186.0,169.25,23.74533446997348,164.5,136.0,208.0,0.9571429040956447,4.285709590435527,1821.2885714285717,31.27025364455228,0.0,92.84210526315789,114.8,0.0066225165562914245,-0.10367160109076745,4022.0
SKU_0001,2023-08-13,122.0,724131.66,5954.744285714286,1,0,,Summer,Furnishings,Sofas,6085.14,4003.06,144,0,14.0,94,6,32,8,3,2023,1,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,152.0,151.0,147.0,172.0,157.0,140.25,14.198004554631371,143.5,122.0,152.0,152.0,19.791773182670884,150.5,122.0,186.0,162.83333333333334,25.32635470067188,154.5,122.0,208.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,0.022388034075668584,90.73684210526316,107.3,-0.19736842105263153,-0.20399093760892295,4144.0
SKU_0001,2023-08-20,146.0,831838.6299999999,5693.952857142857,1,1,,Summer,Furnishings,Sofas,6085.14,4003.06,144,0,14.0,94,6,33,8,3,2023,1,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,122.0,152.0,136.0,150.0,186.0,142.75,14.08012784032872,148.5,122.0,152.0,147.0,14.25281926998522,148.5,122.0,172.0,157.66666666666666,21.27454019728895,151.5,122.0,196.0,0.935714356143467,6.428564385653301,1690.8928571428573,29.696291830405542,-0.04379557140632884,92.23684210526316,108.6,0.19672131147540983,0.39408973252804136,4290.0
SKU_0001,2023-08-27,136.0,782853.26,5824.348571428572,1,0,,Summer,Furnishings,Sofas,6085.14,4003.06,128,0,14.0,94,6,34,8,3,2023,1,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,146.0,122.0,151.0,147.0,172.0,139.0,13.114877048603997,141.0,122.0,152.0,142.5,10.392304845413515,146.5,122.0,152.0,152.66666666666666,18.287269955470272,150.5,122.0,186.0,0.9571429040956447,4.285709590435527,1821.2885714285717,31.27025364455228,0.02290073654581426,90.97368421052632,110.0,-0.06849315068493156,-0.2652144621603414,4426.0
SKU_0001,2023-09-03,120.0,730216.8,6085.14,0,0,,Summer,Furnishings,Sofas,6085.14,4003.06,95,0,14.0,94,6,35,9,3,2023,1,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,136.0,146.0,152.0,136.0,150.0,131.0,12.27463509301464,129.0,120.0,146.0,138.75,12.498571346929666,141.0,120.0,152.0,147.91666666666666,18.788092618529106,148.5,120.0,186.0,1.0,0.0,2082.0800000000004,34.21581097558972,0.04477606815133717,90.15789473684211,111.6,-0.11764705882352944,-0.04915390813859788,4546.0
SKU_0001,2023-09-10,121.0,717133.75,5954.744285714286,1,0,,Autumn,Furnishings,Sofas,6085.14,4003.06,92,70,14.0,94,6,36,9,3,2023,1,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,120.0,136.0,122.0,151.0,147.0,130.75,12.526638282742361,128.5,120.0,146.0,135.5,13.395095051121407,136.0,120.0,152.0,144.91666666666666,20.038410086328774,146.5,120.0,186.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,-0.021428547952177635,85.52631578947368,102.2,0.008333333333333304,0.12598039215686274,4667.0
SKU_0001,2023-09-17,129.0,744821.13,5824.348571428572,1,0,,Autumn,Furnishings,Sofas,6085.14,4003.06,84,130,14.0,94,6,37,9,3,2023,1,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,121.0,120.0,146.0,152.0,136.0,126.5,7.505553499465123,125.0,120.0,136.0,134.625,13.58504955561728,132.5,120.0,152.0,140.16666666666666,15.700800983235093,141.0,120.0,172.0,0.9571429040956447,4.285709590435527,1821.2885714285717,31.27025364455228,-0.021897785703164474,87.97368421052632,104.7,0.06611570247933884,0.05778236914600554,4796.0
SKU_0001,2023-09-24,113.0,652022.75,5824.348571428572,1,0,,Autumn,Furnishings,Sofas,6085.14,4003.06,75,168,14.0,94,6,38,9,3,2023,1,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,129.0,121.0,136.0,122.0,151.0,120.75,6.551081335677835,120.5,113.0,129.0,129.875,13.684584653648178,125.5,113.0,152.0,135.25,13.96830828567445,136.0,113.0,152.0,0.9571429040956447,4.285709590435527,1821.2885714285717,31.27025364455228,0.0,86.65789473684211,102.3,-0.12403100775193798,-0.19014671023127683,4909.0
SKU_0001,2023-10-01,138.0,839749.3200000001,6085.14,0,0,,Autumn,Furnishings,Sofas,6085.14,4003.06,159,0,14.0,94,6,39,10,4,2023,1,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,113.0,129.0,120.0,146.0,152.0,125.25,10.719919153923993,125.0,113.0,138.0,128.125,11.102605871725041,125.5,113.0,146.0,134.25,13.226179273766986,136.0,113.0,152.0,1.0,0.0,2082.0800000000004,34.21581097558972,0.04477606815133717,90.36842105263158,115.0,0.22123893805309724,0.3452699458050352,5047.0
SKU_0001,2023-10-08,190.0,1106886.97,5824.348571428572,1,0,Big Billion Days,Autumn,Furnishings,Sofas,6085.14,4003.06,137,0,14.0,94,6,40,10,4,2023,1,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,-0.7818314824680299,0.6234898018587334,1,0,0,0,1,138.0,113.0,121.0,136.0,122.0,142.5,33.31165962041919,133.5,113.0,190.0,136.625,24.130227042919902,132.5,113.0,190.0,137.83333333333334,20.704998664500668,136.0,113.0,190.0,0.9571429040956447,4.285709590435527,1821.2885714285717,31.27025364455228,-0.04285709590435527,131.26315789473685,160.4,0.37681159420289845,0.1555726561498012,5237.0
SKU_0001,2023-10-15,204.0,1214898.2,5954.744285714286,1,0,,Autumn,Furnishings,Sofas,6085.14,4003.06,119,0,14.0,94,6,41,10,4,2023,1,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,190.0,138.0,129.0,120.0,146.0,161.25,42.9059047995339,164.0,113.0,204.0,143.875,34.03123565197134,132.5,113.0,204.0,143.5,28.131186188350465,137.0,113.0,204.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,0.022388034075668584,131.78947368421052,159.6,0.0736842105263158,-0.30312738367658265,5441.0
SKU_0001,2023-10-22,194.0,1148570.18,5954.744285714286,1,0,,Autumn,Furnishings,Sofas,6085.14,4003.06,95,0,14.0,94,6,42,10,4,2023,1,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,204.0,190.0,113.0,121.0,136.0,181.5,29.591665493288243,192.0,138.0,204.0,151.125,38.054237608970766,133.5,113.0,204.0,147.08333333333334,31.687273996564244,137.0,113.0,204.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,0.0,128.44736842105263,155.5,-0.0490196078431373,-0.1227038183694531,5635.0
SKU_0001,2023-10-29,205.0,1169563.91,5824.348571428572,1,1,,Autumn,Furnishings,Sofas,6085.14,4003.06,83,159,14.0,94,6,43,10,4,2023,1,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,194.0,204.0,138.0,129.0,120.0,198.25,7.410578025138529,199.0,190.0,205.0,161.75,39.94192212271646,164.0,113.0,205.0,151.5,35.85450396457127,137.0,113.0,205.0,0.9571429040956447,4.285709590435527,1821.2885714285717,31.27025364455228,-0.021897785703164474,132.73684210526315,164.4,0.05670103092783507,0.10572063877097237,5840.0
SKU_0001,2023-11-05,228.0,1360028.79,5954.744285714286,1,0,,Autumn,Furnishings,Sofas,6085.14,4003.06,83,165,14.0,94,6,44,11,4,2023,1,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,205.0,194.0,190.0,113.0,121.0,207.75,14.384598244882131,204.5,194.0,228.0,175.125,42.19829888243638,192.0,113.0,228.0,160.33333333333334,40.6612018186051,142.0,113.0,228.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,0.022388034075668584,145.10526315789474,178.8,0.11219512195121961,0.05549409102338454,6068.0
SKU_0001,2023-11-12,216.0,1256885.67,5824.348571428572,1,1,,Autumn,Furnishings,Sofas,6085.14,4003.06,192,0,14.0,94,6,45,11,4,2023,1,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,228.0,205.0,204.0,138.0,129.0,210.75,14.591664287073838,210.5,194.0,228.0,186.0,39.75280762770998,199.0,113.0,228.0,166.16666666666666,43.35022980610858,164.0,113.0,228.0,0.9571429040956447,4.285709590435527,1821.2885714285717,31.27025364455228,-0.021897785703164474,148.1315789473684,175.3,-0.052631578947368474,-0.16482670089858809,6284.0
SKU_0001,2023-11-19,197.0,1198772.58,6085.14,0,0,,Autumn,Furnishings,Sofas,6085.14,4003.06,146,0,14.0,94,6,46,11,4,2023,1,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,216.0,228.0,194.0,190.0,113.0,211.5,13.478377746103797,210.5,197.0,228.0,196.5,26.65118598272347,200.5,138.0,228.0,171.25,43.066808565297706,192.0,113.0,228.0,1.0,0.0,2082.0800000000004,34.21581097558972,0.04477606815133717,143.31578947368422,172.0,-0.08796296296296291,-0.035331384015594436,6481.0
SKU_0001,2023-11-26,221.0,1397756.66,5954.744285714286,1,0,Black Friday,Autumn,Furnishings,Sofas,6085.14,4003.06,145,0,14.0,94,6,47,11,4,2023,1,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,-0.7818314824680299,0.6234898018587334,1,0,0,0,1,197.0,216.0,205.0,204.0,138.0,215.5,13.279056191361372,218.5,197.0,228.0,206.875,13.569266745111944,204.5,190.0,228.0,179.66666666666666,41.996392341449614,195.5,113.0,228.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,-0.021428547952177635,144.42105263157896,174.4,0.12182741116751261,0.20979037413047552,6702.0
SKU_0001,2023-12-03,234.0,1381022.52,5954.744285714286,1,0,,Autumn,Furnishings,Sofas,6085.14,4003.06,102,0,14.0,94,6,48,12,4,2023,1,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,221.0,197.0,228.0,194.0,190.0,217.0,15.340577998671781,218.5,197.0,234.0,212.375,14.628128481017093,210.5,194.0,234.0,189.08333333333334,40.27960985035687,200.5,113.0,234.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,0.0,159.92105263157896,192.9,0.05882352941176472,-0.06300388175574789,6936.0
SKU_0001,2023-12-10,283.0,1677977.3599999999,5954.744285714286,1,0,,Winter,Furnishings,Sofas,6085.14,4003.06,274,0,14.0,94,6,49,12,4,2023,1,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,234.0,221.0,216.0,205.0,204.0,233.75,36.2341919554813,227.5,197.0,283.0,222.25,28.373780653473524,218.5,194.0,283.0,201.91666666666666,43.7772426004307,204.5,113.0,283.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,0.0,171.8684210526316,211.5,0.20940170940170932,0.1505781799899446,7219.0
SKU_0001,2023-12-17,275.0,1776860.88,6085.14,0,0,,Winter,Furnishings,Sofas,6085.14,4003.06,219,0,14.0,94,6,50,12,4,2023,1,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,283.0,234.0,197.0,228.0,194.0,253.25,30.379543555930297,254.5,221.0,283.0,232.375,31.16746242936235,224.5,197.0,283.0,215.41666666666666,38.5285215093567,210.5,138.0,283.0,1.0,0.0,2082.0800000000004,34.21581097558972,0.021897785703164363,169.52631578947367,209.6,-0.028268551236749095,-0.23767026063845842,7494.0
SKU_0001,2023-12-24,251.0,1527370.1400000001,6085.14,0,0,,Winter,Furnishings,Sofas,6085.14,4003.06,182,0,14.0,94,6,51,12,4,2023,1,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,275.0,283.0,221.0,216.0,205.0,260.75,22.42580359020978,263.0,234.0,283.0,238.125,29.59940877787931,231.0,197.0,283.0,224.83333333333334,30.951085553978356,218.5,190.0,283.0,1.0,0.0,2082.0800000000004,34.21581097558972,0.0,170.05263157894737,211.7,-0.08727272727272728,-0.059004176035978184,7745.0
SKU_0001,2023-12-31,275.0,1688017.8399999999,5824.348571428572,1,1,,Winter,Furnishings,Sofas,6085.14,4003.06,141,0,14.0,94,6,52,12,4,2023,1,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,251.0,275.0,234.0,197.0,228.0,271.0,13.856406460550984,275.0,251.0,283.0,244.0,31.879236413153198,242.5,197.0,283.0,231.91666666666666,31.964350407441202,224.5,194.0,283.0,0.9571429040956447,4.285709590435527,1821.2885714285717,31.27025364455228,-0.04285709590435527,171.44736842105263,209.5,0.095617529880478,0.18289025715320528,8020.0
SKU_0001,2024-01-07,202.0,1189949.13,5954.744285714286,1,0,,Winter,Furnishings,Sofas,6085.14,4003.06,112,0,14.0,94,6,1,1,1,2024,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,275.0,251.0,283.0,221.0,216.0,250.75,34.412933615139515,263.0,202.0,275.0,242.25,33.95269818859339,242.5,197.0,283.0,231.75,32.12794026162485,224.5,194.0,283.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,0.022388034075668584,139.18421052631578,169.6,-0.2654545454545455,-0.3610720753350235,202.0
SKU_0001,2024-01-14,197.0,1164087.28,5954.744285714286,1,0,,Winter,Furnishings,Sofas,6085.14,4003.06,82,57,14.0,94,6,2,1,1,2024,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,202.0,275.0,275.0,234.0,197.0,231.25,38.00328933131971,226.5,197.0,275.0,242.25,33.95269818859339,242.5,197.0,283.0,232.0,31.817662333421445,224.5,197.0,283.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,0.0,142.39473684210526,171.4,-0.024752475247524774,0.24070207020702072,399.0
SKU_0001,2024-01-21,200.0,1194208.73,5954.744285714286,1,0,Republic Day Sale,Winter,Furnishings,Sofas,6085.14,4003.06,75,126,14.0,94,6,3,1,1,2024,1,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,-0.7818314824680299,0.6234898018587334,0,0,0,1,1,197.0,202.0,251.0,283.0,221.0,218.5,37.72267222772001,201.0,197.0,275.0,239.625,36.54327180597973,242.5,197.0,283.0,231.58333333333334,32.233405408712464,224.5,197.0,283.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,0.0,142.68421052631578,181.6,0.015228426395939021,0.039980901643463795,599.0
SKU_0001,2024-01-28,242.0,1403233.29,5824.348571428572,1,1,,Winter,Furnishings,Sofas,6085.14,4003.06,107,0,14.0,94,6,4,1,1,2024,1,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,200.0,197.0,275.0,275.0,234.0,210.25,21.26617031813671,201.0,197.0,242.0,240.625,36.476753849932564,246.5,197.0,283.0,232.75,32.34508533694933,227.5,197.0,283.0,0.9571429040956447,4.285709590435527,1821.2885714285717,31.27025364455228,-0.021897785703164474,144.31578947368422,182.8,0.20999999999999996,0.19477157360406094,841.0
SKU_0001,2024-02-04,192.0,1118144.48,5824.348571428572,1,0,,Winter,Furnishings,Sofas,6085.14,4003.06,107,0,14.0,94,6,5,2,1,2024,1,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,242.0,200.0,202.0,251.0,283.0,207.75,23.07054399011863,198.5,192.0,242.0,229.25,35.551773112301596,222.0,192.0,275.0,230.75,34.16570582536594,227.5,192.0,283.0,0.9571429040956447,4.285709590435527,1821.2885714285717,31.27025364455228,0.0,149.39473684210526,181.4,-0.20661157024793386,-0.4166115702479338,1033.0
SKU_0001,2024-02-11,219.0,1275749.6,5954.744285714286,1,0,,Winter,Furnishings,Sofas,6085.14,4003.06,249,0,14.0,94,6,6,2,1,2024,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,192.0,242.0,197.0,275.0,275.0,213.25,22.26170104312184,209.5,192.0,242.0,222.25,30.39619337069316,210.5,192.0,275.0,232.58333333333334,32.751012013047436,227.5,192.0,283.0,0.9785714520478224,2.1428547952177635,1951.684285714286,32.775282901676725,0.022388034075668584,158.05263157894737,193.8,0.140625,0.34723657024793386,1252.0
SKU_0001,2024-02-18,236.0,1368243.73,5693.952857142857,1,0,,Winter,Furnishings,Sofas,6085.14,4003.06,193,0,14.0,94,6,7,2,1,2024,1,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,219.0,192.0,200.0,202.0,251.0,222.25,22.396056200441453,227.5,192.0,242.0,220.375,28.789569043566548,210.5,192.0,275.0,233.83333333333334,32.55438340358896,235.0,192.0,283.0,0.935714356143467,6.428564385653301,1690.8928571428573,29.696291830405542,-0.04379557140632884,152.78947368421052,187.3,0.07762557077625565,-0.06299942922374435,1488.0
