date,sku_id,units_sold,revenue,unit_price,promo_flag
2023-07-07,SKU_0001,20.0,121702.8,6085.14,0
2023-07-08,SKU_0001,19.0,115617.66,6085.14,0
2023-07-09,SKU_0001,26.0,158213.64,6085.14,0
2023-07-10,SKU_0001,22.0,133873.08,6085.14,0
2023-07-11,SKU_0001,16.0,97362.24,6085.14,0
2023-07-12,SKU_0001,21.0,127787.94,6085.14,0
2023-07-13,SKU_0001,26.0,158213.64,6085.14,0
2023-07-14,SKU_0001,17.0,103447.38,6085.14,0
2023-07-15,SKU_0001,20.0,121702.8,6085.14,0
2023-07-16,SKU_0001,25.0,152128.5,6085.14,0
2023-07-17,SKU_0001,20.0,121702.8,6085.14,0
2023-07-18,SKU_0001,24.0,146043.36,6085.14,0
2023-07-19,SKU_0001,19.0,115617.66,6085.14,0
2023-07-20,SKU_0001,18.0,109532.52,6085.14,0
2023-07-21,SKU_0001,19.0,98275.01,5172.37,1
2023-07-22,SKU_0001,17.0,103447.38,6085.14,0
2023-07-23,SKU_0001,19.0,115617.66,6085.14,0
2023-07-24,SKU_0001,14.0,85191.96,6085.14,0
2023-07-25,SKU_0001,18.0,109532.52,6085.14,0
2023-07-26,SKU_0001,17.0,87930.27,5172.37,1
2023-07-27,SKU_0001,9.0,54766.26,6085.14,0
2023-07-28,SKU_0001,27.0,115617.66,6085.14,0
2023-07-29,SKU_0001,27.0,212979.9,6085.14,0
2023-07-30,SKU_0001,39.0,201722.39,5172.37,1
2023-07-31,SKU_0001,18.0,109532.52,6085.14,0
2023-08-01,SKU_0001,27.0,82757.9,5172.37,1
2023-08-02,SKU_0001,26.0,158213.64,6085.14,0
2023-08-03,SKU_0001,21.0,108619.75,5172.37,1
2023-08-04,SKU_0001,17.0,103447.38,6085.14,0
2023-08-05,SKU_0001,21.0,127787.94,6085.14,0
2023-08-06,SKU_0001,22.0,133873.08,6085.14,0
2023-08-07,SKU_0001,15.0,91277.1,6085.14,0
2023-08-08,SKU_0001,20.0,103447.38,5172.37,1
2023-08-09,SKU_0001,22.0,133873.08,6085.14,0
2023-08-10,SKU_0001,21.0,127787.94,6085.14,0
2023-08-11,SKU_0001,10.0,60851.4,6085.14,0
2023-08-12,SKU_0001,16.0,97362.24,6085.14,0
2023-08-13,SKU_0001,18.0,109532.52,6085.14,0
2023-08-14,SKU_0001,20.0,121702.8,6085.14,0
2023-08-15,SKU_0001,27.0,139653.96,5172.37,1
2023-08-16,SKU_0001,19.0,115617.66,6085.14,0
2023-08-17,SKU_0001,16.0,82757.9,5172.37,1
2023-08-18,SKU_0001,19.0,98275.01,5172.37,1
2023-08-19,SKU_0001,24.0,146043.36,6085.14,0
2023-08-20,SKU_0001,21.0,127787.94,6085.14,0
2023-08-21,SKU_0001,15.0,91277.1,6085.14,0
2023-08-22,SKU_0001,16.0,97362.24,6085.14,0
2023-08-23,SKU_0001,21.0,127787.94,6085.14,0
2023-08-24,SKU_0001,19.0,115617.66,6085.14,0
2023-08-25,SKU_0001,20.0,103447.38,5172.37,1
2023-08-26,SKU_0001,29.0,149998.7,5172.37,1
2023-08-27,SKU_0001,16.0,97362.24,6085.14,0
2023-08-28,SKU_0001,15.0,91277.1,6085.14,0
2023-08-29,SKU_0001,20.0,121702.8,6085.14,0
2023-08-30,SKU_0001,11.0,66936.54,6085.14,0
2023-08-31,SKU_0001,19.0,115617.66,6085.14,0
2023-09-01,SKU_0001,9.0,54766.26,6085.14,0
2023-09-02,SKU_0001,28.0,170383.92,6085.14,0
2023-09-03,SKU_0001,18.0,109532.52,6085.14,0
2023-09-04,SKU_0001,17.0,103447.38,6085.14,0
2023-09-05,SKU_0001,16.0,97362.24,6085.14,0
2023-09-06,SKU_0001,16.0,97362.24,6085.14,0
2023-09-07,SKU_0001,21.0,108619.75,5172.37,1
2023-09-08,SKU_0001,10.0,60851.4,6085.14,0
2023-09-09,SKU_0001,21.0,127787.94,6085.14,0
2023-09-10,SKU_0001,20.0,121702.8,6085.14,0
2023-09-11,SKU_0001,14.0,85191.96,6085.14,0
2023-09-12,SKU_0001,17.0,87930.27,5172.37,1
2023-09-13,SKU_0001,16.0,97362.24,6085.14,0
2023-09-14,SKU_0001,13.0,79106.82,6085.14,0
2023-09-15,SKU_0001,19.0,115617.66,6085.14,0
2023-09-16,SKU_0001,23.0,139958.22,6085.14,0
2023-09-17,SKU_0001,27.0,139653.96,5172.37,1
2023-09-18,SKU_0001,19.0,115617.66,6085.14,0
2023-09-19,SKU_0001,10.0,60851.4,6085.14,0
2023-09-20,SKU_0001,12.0,73021.68,6085.14,0
2023-09-21,SKU_0001,22.0,113792.12,5172.37,1
2023-09-22,SKU_0001,17.0,87930.27,5172.37,1
2023-09-23,SKU_0001,18.0,109532.52,6085.14,0
2023-09-24,SKU_0001,15.0,91277.1,6085.14,0
2023-09-25,SKU_0001,13.0,79106.82,6085.14,0
2023-09-26,SKU_0001,19.0,115617.66,6085.14,0
2023-09-27,SKU_0001,17.0,103447.38,6085.14,0
2023-09-28,SKU_0001,16.0,97362.24,6085.14,0
2023-09-29,SKU_0001,14.0,85191.96,6085.14,0
2023-09-30,SKU_0001,21.0,127787.94,6085.14,0
2023-10-01,SKU_0001,38.0,231235.32,6085.14,0
2023-10-02,SKU_0001,25.0,129309.23,5172.37,1
2023-10-03,SKU_0001,29.0,149998.7,5172.37,1
2023-10-04,SKU_0001,32.0,194724.48,6085.14,0
2023-10-05,SKU_0001,27.0,164298.78,6085.14,0
2023-10-06,SKU_0001,21.0,127787.94,6085.14,0
2023-10-07,SKU_0001,35.0,212979.9,6085.14,0
2023-10-08,SKU_0001,21.0,127787.94,6085.14,0
2023-10-09,SKU_0001,29.0,149998.7,5172.37,1
2023-10-10,SKU_0001,27.0,164298.78,6085.14,0
2023-10-11,SKU_0001,25.0,152128.5,6085.14,0
2023-10-12,SKU_0001,27.0,164298.78,6085.14,0
2023-10-13,SKU_0001,28.0,170383.92,6085.14,0
2023-10-14,SKU_0001,34.0,206894.76,6085.14,0
2023-10-15,SKU_0001,34.0,206894.76,6085.14,0
2023-10-16,SKU_0001,25.0,152128.5,6085.14,0
2023-10-17,SKU_0001,18.0,109532.52,6085.14,0
2023-10-18,SKU_0001,29.0,176469.06,6085.14,0
2023-10-19,SKU_0001,23.0,139958.22,6085.14,0
2023-10-20,SKU_0001,27.0,164298.78,6085.14,0
2023-10-21,SKU_0001,37.0,225150.18,6085.14,0
2023-10-22,SKU_0001,35.0,181032.92,5172.37,1
2023-10-23,SKU_0001,27.0,133873.08,6085.14,0
2023-10-24,SKU_0001,28.0,144826.33,5172.37,1
2023-10-25,SKU_0001,30.0,182554.2,6085.14,0
2023-10-26,SKU_0001,24.0,124136.86,5172.37,1
2023-10-27,SKU_0001,31.0,188639.34,6085.14,0
2023-10-28,SKU_0001,32.0,194724.48,6085.14,0
2023-10-29,SKU_0001,33.0,200809.62,6085.14,0
2023-10-30,SKU_0001,28.0,170383.92,6085.14,0
2023-10-31,SKU_0001,30.0,155171.07,5172.37,1
2023-11-01,SKU_0001,33.0,200809.62,6085.14,0
2023-11-02,SKU_0001,24.0,146043.36,6085.14,0
2023-11-03,SKU_0001,35.0,212979.9,6085.14,0
2023-11-04,SKU_0001,32.0,194724.48,6085.14,0
2023-11-05,SKU_0001,46.0,279916.44,6085.14,0
2023-11-06,SKU_0001,25.0,152128.5,6085.14,0
2023-11-07,SKU_0001,26.0,158213.64,6085.14,0
2023-11-08,SKU_0001,22.0,133873.08,6085.14,0
2023-11-09,SKU_0001,29.0,149998.7,5172.37,1
2023-11-10,SKU_0001,34.0,175860.55,5172.37,1
2023-11-11,SKU_0001,37.0,225150.18,6085.14,0
2023-11-12,SKU_0001,43.0,261661.02,6085.14,0
2023-11-13,SKU_0001,26.0,158213.64,6085.14,0
2023-11-14,SKU_0001,21.0,127787.94,6085.14,0
2023-11-15,SKU_0001,29.0,176469.06,6085.14,0
2023-11-16,SKU_0001,28.0,170383.92,6085.14,0
2023-11-17,SKU_0001,30.0,182554.2,6085.14,0
2023-11-18,SKU_0001,31.0,188639.34,6085.14,0
2023-11-19,SKU_0001,32.0,194724.48,6085.14,0
2023-11-20,SKU_0001,24.0,146043.36,6085.14,0
2023-11-21,SKU_0001,27.0,217239.5,5172.37,1
2023-11-22,SKU_0001,35.0,212979.9,6085.14,0
2023-11-23,SKU_0001,24.0,146043.36,6085.14,0
2023-11-24,SKU_0001,24.0,146043.36,6085.14,0
2023-11-25,SKU_0001,40.0,243405.6,6085.14,0
2023-11-26,SKU_0001,47.0,286001.58,6085.14,0
2023-11-27,SKU_0001,47.0,243101.34,5172.37,1
2023-11-28,SKU_0001,24.0,146043.36,6085.14,0
2023-11-29,SKU_0001,25.0,152128.5,6085.14,0
2023-11-30,SKU_0001,29.0,176469.06,6085.14,0
2023-12-01,SKU_0001,34.0,206894.76,6085.14,0
2023-12-02,SKU_0001,40.0,243405.6,6085.14,0
2023-12-03,SKU_0001,35.0,212979.9,6085.14,0
2023-12-04,SKU_0001,32.0,194724.48,6085.14,0
2023-12-05,SKU_0001,54.0,284480.3,5172.37,1
2023-12-06,SKU_0001,29.0,176469.06,6085.14,0
2023-12-07,SKU_0001,34.0,206894.76,6085.14,0
2023-12-08,SKU_0001,49.0,298171.86,6085.14,0
2023-12-09,SKU_0001,37.0,225150.18,6085.14,0
2023-12-10,SKU_0001,48.0,292086.72,6085.14,0
2023-12-11,SKU_0001,27.0,267746.16,6085.14,0
2023-12-12,SKU_0001,36.0,219065.04,6085.14,0
2023-12-13,SKU_0001,39.0,237320.46,6085.14,0
2023-12-14,SKU_0001,37.0,225150.18,6085.14,0
2023-12-15,SKU_0001,35.0,212979.9,6085.14,0
2023-12-16,SKU_0001,54.0,328597.56,6085.14,0
2023-12-17,SKU_0001,47.0,286001.58,6085.14,0
2023-12-18,SKU_0001,31.0,188639.34,6085.14,0
2023-12-19,SKU_0001,33.0,200809.62,6085.14,0
2023-12-20,SKU_0001,35.0,212979.9,6085.14,0
2023-12-21,SKU_0001,30.0,182554.2,6085.14,0
2023-12-22,SKU_0001,33.0,200809.62,6085.14,0
2023-12-23,SKU_0001,42.0,255575.88,6085.14,0
2023-12-24,SKU_0001,47.0,286001.58,6085.14,0
2023-12-25,SKU_0001,46.0,279916.44,6085.14,0
2023-12-26,SKU_0001,42.0,217239.5,5172.37,1
2023-12-27,SKU_0001,27.0,255575.88,6085.14,0
2023-12-28,SKU_0001,36.0,219065.04,6085.14,0
2023-12-29,SKU_0001,42.0,217239.5,5172.37,1
2023-12-30,SKU_0001,38.0,231235.32,6085.14,0
2023-12-31,SKU_0001,44.0,267746.16,6085.14,0
2024-01-01,SKU_0001,27.0,164298.78,6085.14,0
2024-01-02,SKU_0001,23.0,139958.22,6085.14,0
2024-01-03,SKU_0001,23.0,139958.22,6085.14,0
2024-01-04,SKU_0001,28.0,170383.92,6085.14,0
2024-01-05,SKU_0001,43.0,222411.87,5172.37,1
2024-01-06,SKU_0001,34.0,206894.76,6085.14,0
2024-01-07,SKU_0001,24.0,146043.36,6085.14,0
2024-01-08,SKU_0001,15.0,91277.1,6085.14,0
2024-01-09,SKU_0001,21.0,127787.94,6085.14,0
2024-01-10,SKU_0001,38.0,196550.02,5172.37,1
2024-01-11,SKU_0001,19.0,115617.66,6085.14,0
2024-01-12,SKU_0001,31.0,188639.34,6085.14,0
2024-01-13,SKU_0001,39.0,237320.46,6085.14,0
2024-01-14,SKU_0001,34.0,206894.76,6085.14,0
2024-01-15,SKU_0001,18.0,109532.52,6085.14,0
2024-01-16,SKU_0001,23.0,139958.22,6085.14,0
2024-01-17,SKU_0001,25.0,152128.5,6085.14,0
2024-01-18,SKU_0001,28.0,170383.92,6085.14,0
2024-01-19,SKU_0001,25.0,129309.23,5172.37,1
2024-01-20,SKU_0001,44.0,267746.16,6085.14,0
2024-01-21,SKU_0001,37.0,225150.18,6085.14,0
2024-01-22,SKU_0001,29.0,176469.06,6085.14,0
2024-01-23,SKU_0001,30.0,182554.2,6085.14,0
2024-01-24,SKU_0001,42.0,217239.5,5172.37,1
2024-01-25,SKU_0001,34.0,175860.55,5172.37,1
2024-01-26,SKU_0001,30.0,182554.2,6085.14,0
2024-01-27,SKU_0001,30.0,182554.2,6085.14,0
2024-01-28,SKU_0001,47.0,286001.58,6085.14,0
2024-01-29,SKU_0001,27.0,164298.78,6085.14,0
2024-01-30,SKU_0001,23.0,139958.22,6085.14,0
2024-01-31,SKU_0001,24.0,146043.36,6085.14,0
2024-02-01,SKU_0001,22.0,113792.12,5172.37,1
2024-02-02,SKU_0001,33.0,170688.18,5172.37,1
2024-02-03,SKU_0001,19.0,115617.66,6085.14,0
2024-02-04,SKU_0001,44.0,267746.16,6085.14,0
2024-02-05,SKU_0001,31.0,188639.34,6085.14,0
2024-02-06,SKU_0001,29.0,149998.7,5172.37,1
2024-02-07,SKU_0001,29.0,176469.06,6085.14,0
2024-02-08,SKU_0001,29.0,176469.06,6085.14,0
2024-02-09,SKU_0001,27.0,133873.08,6085.14,0
2024-02-10,SKU_0001,36.0,219065.04,6085.14,0
2024-02-11,SKU_0001,38.0,231235.32,6085.14,0
2024-02-12,SKU_0001,27.0,164298.78,6085.14,0
2024-02-13,SKU_0001,31.0,160343.44,5172.37,1
2024-02-14,SKU_0001,29.0,149998.7,5172.37,1
2024-02-15,SKU_0001,27.0,164298.78,6085.14,0
2024-02-16,SKU_0001,26.0,158213.64,6085.14,0
2024-02-17,SKU_0001,42.0,255575.88,6085.14,0
2024-02-18,SKU_0001,54.0,315514.51,5172.37,1
2024-02-19,SKU_0001,43.0,222411.87,5172.37,1
2024-02-20,SKU_0001,27.0,176469.06,6085.14,0
2024-02-21,SKU_0001,25.0,152128.5,6085.14,0
2024-02-22,SKU_0001,34.0,206894.76,6085.14,0
2024-02-23,SKU_0001,33.0,200809.62,6085.14,0
2024-02-24,SKU_0001,48.0,292086.72,6085.14,0
2024-02-25,SKU_0001,39.0,237320.46,6085.14,0
2024-02-26,SKU_0001,39.0,237320.46,6085.14,0
2024-02-27,SKU_0001,38.0,196550.02,5172.37,1
2024-02-28,SKU_0001,31.0,160343.44,5172.37,1
2024-02-29,SKU_0001,26.0,158213.64,6085.14,0
2024-03-01,SKU_0001,33.0,200809.62,6085.14,0
2024-03-02,SKU_0001,34.0,206894.76,6085.14,0
2024-03-03,SKU_0001,52.0,316427.28,6085.14,0
2024-03-04,SKU_0001,32.0,194724.48,6085.14,0
2024-03-05,SKU_0001,30.0,182554.2,6085.14,0
2024-03-06,SKU_0001,31.0,188639.34,6085.14,0
2024-03-07,SKU_0001,28.0,170383.92,6085.14,0
2024-03-08,SKU_0001,20.0,121702.8,6085.14,0
2024-03-09,SKU_0001,35.0,212979.9,6085.14,0
2024-03-10,SKU_0001,51.0,310342.14,6085.14,0
2024-03-11,SKU_0001,31.0,188639.34,6085.14,0
2024-03-12,SKU_0001,36.0,219065.04,6085.14,0
2024-03-13,SKU_0001,36.0,219065.04,6085.14,0
2024-03-14,SKU_0001,30.0,182554.2,6085.14,0
2024-03-15,SKU_0001,34.0,206894.76,6085.14,0
2024-03-16,SKU_0001,26.0,158213.64,6085.14,0
2024-03-17,SKU_0001,51.0,310342.14,6085.14,0
2024-03-18,SKU_0001,38.0,231235.32,6085.14,0
2024-03-19,SKU_0001,41.0,212067.13,5172.37,1
2024-03-20,SKU_0001,31.0,188639.34,6085.14,0
2024-03-21,SKU_0001,30.0,182554.2,6085.14,0
2024-03-22,SKU_0001,37.0,225150.18,6085.14,0
2024-03-23,SKU_0001,45.0,273831.3,6085.14,0
2024-03-24,SKU_0001,16.0,97362.24,6085.14,0
2024-03-25,SKU_0001,28.0,170383.92,6085.14,0
2024-03-26,SKU_0001,23.0,139958.22,6085.14,0
2024-03-27,SKU_0001,22.0,133873.08,6085.14,0
2024-03-28,SKU_0001,37.0,225150.18,6085.14,0
2024-03-29,SKU_0001,37.0,191377.65,5172.37,1
2024-03-30,SKU_0001,43.0,261661.02,6085.14,0
2024-03-31,SKU_0001,49.0,253446.08,5172.37,1
2024-04-01,SKU_0001,21.0,127787.94,6085.14,0
2024-04-02,SKU_0001,20.0,121702.8,6085.14,0
2024-04-03,SKU_0001,26.0,158213.64,6085.14,0
2024-04-04,SKU_0001,27.0,164298.78,6085.14,0
2024-04-05,SKU_0001,34.0,175860.55,5172.37,1
2024-04-06,SKU_0001,35.0,212979.9,6085.14,0
2024-04-07,SKU_0001,27.0,328597.56,6085.14,0
2024-04-08,SKU_0001,35.0,212979.9,6085.14,0
2024-04-09,SKU_0001,30.0,182554.2,6085.14,0
2024-04-10,SKU_0001,36.0,186205.28,5172.37,1
2024-04-11,SKU_0001,29.0,176469.06,6085.14,0
2024-04-12,SKU_0001,33.0,200809.62,6085.14,0
2024-04-13,SKU_0001,37.0,225150.18,6085.14,0
2024-04-14,SKU_0001,45.0,273831.3,6085.14,0
2024-04-15,SKU_0001,31.0,188639.34,6085.14,0
2024-04-16,SKU_0001,41.0,249490.74,6085.14,0
2024-04-17,SKU_0001,35.0,181032.92,5172.37,1
2024-04-18,SKU_0001,44.0,227584.24,5172.37,1
2024-04-19,SKU_0001,23.0,139958.22,6085.14,0
2024-04-20,SKU_0001,33.0,200809.62,6085.14,0
2024-04-21,SKU_0001,52.0,316427.28,6085.14,0
2024-04-22,SKU_0001,34.0,206894.76,6085.14,0
2024-04-23,SKU_0001,32.0,194724.48,6085.14,0
2024-04-24,SKU_0001,43.0,261661.02,6085.14,0
2024-04-25,SKU_0001,29.0,176469.06,6085.14,0
2024-04-26,SKU_0001,35.0,212979.9,6085.14,0
2024-04-27,SKU_0001,47.0,286001.58,6085.14,0
2024-04-28,SKU_0001,50.0,304257.0,6085.14,0
2024-04-29,SKU_0001,28.0,144826.33,5172.37,1
2024-04-30,SKU_0001,28.0,170383.92,6085.14,0
2024-05-01,SKU_0001,28.0,170383.92,6085.14,0
2024-05-02,SKU_0001,35.0,212979.9,6085.14,0
2024-05-03,SKU_0001,29.0,176469.06,6085.14,0
2024-05-04,SKU_0001,43.0,261661.02,6085.14,0
2024-05-05,SKU_0001,26.0,158213.64,6085.14,0
2024-05-06,SKU_0001,25.0,152128.5,6085.14,0
2024-05-07,SKU_0001,34.0,206894.76,6085.14,0
2024-05-08,SKU_0001,32.0,165515.81,5172.37,1
2024-05-09,SKU_0001,26.0,158213.64,6085.14,0
2024-05-10,SKU_0001,35.0,212979.9,6085.14,0
2024-05-11,SKU_0001,28.0,170383.92,6085.14,0
2024-05-12,SKU_0001,30.0,182554.2,6085.14,0
2024-05-13,SKU_0001,19.0,115617.66,6085.14,0
2024-05-14,SKU_0001,44.0,227584.24,5172.37,1
2024-05-15,SKU_0001,32.0,194724.48,6085.14,0
2024-05-16,SKU_0001,32.0,194724.48,6085.14,0
2024-05-17,SKU_0001,25.0,152128.5,6085.14,0
2024-05-18,SKU_0001,25.0,152128.5,6085.14,0
2024-05-19,SKU_0001,23.0,139958.22,6085.14,0
2024-05-20,SKU_0001,34.0,206894.76,6085.14,0
2024-05-21,SKU_0001,29.0,176469.06,6085.14,0
2024-05-22,SKU_0001,30.0,182554.2,6085.14,0
2024-05-23,SKU_0001,28.0,170383.92,6085.14,0
2024-05-24,SKU_0001,22.0,133873.08,6085.14,0
2024-05-25,SKU_0001,32.0,194724.48,6085.14,0
2024-05-26,SKU_0001,27.0,164298.78,6085.14,0
2024-05-27,SKU_0001,20.0,121702.8,6085.14,0
2024-05-28,SKU_0001,31.0,188639.34,6085.14,0
2024-05-29,SKU_0001,18.0,109532.52,6085.14,0
2024-05-30,SKU_0001,21.0,127787.94,6085.14,0
2024-05-31,SKU_0001,25.0,152128.5,6085.14,0
2024-06-01,SKU_0001,30.0,182554.2,6085.14,0
2024-06-02,SKU_0001,22.0,133873.08,6085.14,0
2024-06-03,SKU_0001,19.0,98275.01,5172.37,1
2024-06-04,SKU_0001,25.0,152128.5,6085.14,0
2024-06-05,SKU_0001,24.0,146043.36,6085.14,0
2024-06-06,SKU_0001,37.0,191377.65,5172.37,1
2024-06-07,SKU_0001,23.0,139958.22,6085.14,0
2024-06-08,SKU_0001,33.0,200809.62,6085.14,0
2024-06-09,SKU_0001,26.0,158213.64,6085.14,0
2024-06-10,SKU_0001,20.0,121702.8,6085.14,0
2024-06-11,SKU_0001,17.0,103447.38,6085.14,0
2024-06-12,SKU_0001,20.0,121702.8,6085.14,0
2024-06-13,SKU_0001,21.0,127787.94,6085.14,0
2024-06-14,SKU_0001,29.0,176469.06,6085.14,0
2024-06-15,SKU_0001,31.0,160343.44,5172.37,1
2024-06-16,SKU_0001,43.0,261661.02,6085.14,0
2024-06-17,SKU_0001,26.0,158213.64,6085.14,0
2024-06-18,SKU_0001,25.0,152128.5,6085.14,0
